"[{'x': 50.03853, 'y': 25.32458}, {'x': 67.25682, 'y': 31.0434}, {'x': 56.80549, 'y': 19.8961}, {'x': 50.49866, 'y': 16.17191}, {'x': 53.79693, 'y': 32.42361}, {'x': 47.90811, 'y': 23.69706}, {'x': 47.42786, 'y': 33.6314}, {'x': 25.44612, 'y': 24.83611}, {'x': 46.04408, 'y': 15.71019}, {'x': 37.59469, 'y': 26.28009}]","{'x': 37.54284, 'y': 27.33752, 'z': 7.27626}",16.08,719.37,0
"[{'x': 50.28474, 'y': 25.36375}, {'x': 67.23988, 'y': 31.09426}, {'x': 56.8195, 'y': 19.94293}, {'x': 50.78702, 'y': 16.07543}, {'x': 53.99406, 'y': 32.34405}, {'x': 48.08106, 'y': 23.66592}, {'x': 47.63595, 'y': 33.66759}, {'x': 25.58275, 'y': 24.85741}, {'x': 46.26648, 'y': 15.55587}, {'x': 37.62629, 'y': 26.31592}]","{'x': 38.1313, 'y': 27.07216, 'z': 6.73524}",16.06,719.33,0
"[{'x': 50.53602, 'y': 25.39548}, {'x': 67.23302, 'y': 31.1545}, {'x': 56.8478, 'y': 20.00989}, {'x': 51.08513, 'y': 15.95625}, {'x': 54.20972, 'y': 32.27925}, {'x': 48.25993, 'y': 23.7036}, {'x': 47.86051, 'y': 33.7238}, {'x': 25.71597, 'y': 24.87867}, {'x': 46.49402, 'y': 15.39304}, {'x': 37.65372, 'y': 26.34771}]","{'x': 38.5892, 'y': 26.6976, 'z': 6.30713}",16.04,719.29,0
"[{'x': 50.80638, 'y': 25.41889}, {'x': 67.23457, 'y': 31.22073}, {'x': 56.87616, 'y': 20.08731}, {'x': 51.38625, 'y': 15.83759}, {'x': 54.41924, 'y': 32.20031}, {'x': 48.44288, 'y': 23.72419}, {'x': 48.11441, 'y': 33.81594}, {'x': 25.8482, 'y': 24.90357}, {'x': 46.73547, 'y': 15.2212}, {'x': 37.67876, 'y': 26.37607}]","{'x': 38.65627, 'y': 26.96094, 'z': 5.8976500000000005}",16.03,719.25,0
"[{'x': 51.0683, 'y': 25.43172}, {'x': 67.24135, 'y': 31.29062}, {'x': 56.90167, 'y': 20.1851}, {'x': 51.68967, 'y': 15.70907}, {'x': 54.6405, 'y': 32.10982}, {'x': 48.62012, 'y': 23.67102}, {'x': 48.38075, 'y': 33.91105}, {'x': 25.98284, 'y': 24.927880000000002}, {'x': 46.98093, 'y': 15.05076}, {'x': 37.70515, 'y': 26.39709}]","{'x': 39.07134, 'y': 27.19303, 'z': 5.19515}",16.01,719.21,0
"[{'x': 51.33955, 'y': 25.44557}, {'x': 67.26277, 'y': 31.36753}, {'x': 56.933840000000004, 'y': 20.30863}, {'x': 52.0049, 'y': 15.58527}, {'x': 54.87896, 'y': 31.99819}, {'x': 48.80539, 'y': 23.60939}, {'x': 48.65479, 'y': 34.01257}, {'x': 26.11938, 'y': 24.95176}, {'x': 47.23299, 'y': 14.88263}, {'x': 37.73261, 'y': 26.41616}]","{'x': 39.04152, 'y': 27.182, 'z': 5.10953}",15.99,719.17,0
"[{'x': 51.62461, 'y': 25.45945}, {'x': 67.28734, 'y': 31.44366}, {'x': 56.9603, 'y': 20.40071}, {'x': 52.31984, 'y': 15.46355}, {'x': 55.12281, 'y': 31.8776}, {'x': 49.00166, 'y': 23.55683}, {'x': 48.92665, 'y': 34.11725}, {'x': 26.25517, 'y': 24.97619}, {'x': 47.50052, 'y': 14.71976}, {'x': 37.76111, 'y': 26.42806}]","{'x': 39.0171, 'y': 27.14977, 'z': 5.03046}",15.98,719.13,0
"[{'x': 51.90992, 'y': 25.46308}, {'x': 67.32239, 'y': 31.52533}, {'x': 56.99056, 'y': 20.49703}, {'x': 52.64589, 'y': 15.35256}, {'x': 55.40258, 'y': 31.78652}, {'x': 49.22139, 'y': 23.5108}, {'x': 49.20114, 'y': 34.22459}, {'x': 26.39235, 'y': 25.00373}, {'x': 47.7901, 'y': 14.54623}, {'x': 37.79088, 'y': 26.43381}]","{'x': 38.99755, 'y': 27.09759, 'z': 4.95783}",15.96,719.09,0
"[{'x': 52.18646, 'y': 25.4466}, {'x': 67.36409, 'y': 31.60708}, {'x': 57.00911, 'y': 20.56417}, {'x': 52.97126, 'y': 15.24259}, {'x': 55.68735, 'y': 31.69123}, {'x': 49.47311, 'y': 23.53993}, {'x': 49.48469, 'y': 34.33779}, {'x': 26.53702, 'y': 25.02809}, {'x': 48.09917, 'y': 14.38001}, {'x': 37.82153, 'y': 26.4405}]","{'x': 38.98232, 'y': 27.02672, 'z': 4.89149}",15.94,719.05,0
"[{'x': 52.44655, 'y': 25.39133}, {'x': 67.41397, 'y': 31.69052}, {'x': 57.00975, 'y': 20.62779}, {'x': 53.31878, 'y': 15.14539}, {'x': 55.996340000000004, 'y': 31.60728}, {'x': 49.74253, 'y': 23.5516}, {'x': 49.78598, 'y': 34.47846}, {'x': 26.6789, 'y': 25.05957}, {'x': 48.42602, 'y': 14.21352}, {'x': 37.8426, 'y': 26.44597}]","{'x': 38.97087, 'y': 26.93844, 'z': 4.83133}",15.93,719.01,0
"[{'x': 52.71626, 'y': 25.33934}, {'x': 67.47157, 'y': 31.77311}, {'x': 57.01665, 'y': 20.69363}, {'x': 53.68435, 'y': 15.07603}, {'x': 56.29228, 'y': 31.51938}, {'x': 50.00481, 'y': 23.58218}, {'x': 50.07228, 'y': 34.57629}, {'x': 26.82254, 'y': 25.09363}, {'x': 48.77124, 'y': 14.03893}, {'x': 37.8601, 'y': 26.45142}]","{'x': 38.96267, 'y': 26.834, 'z': 4.77721}",15.91,718.97,0
"[{'x': 52.99529, 'y': 25.27278}, {'x': 67.53883, 'y': 31.85882}, {'x': 57.01518, 'y': 20.73921}, {'x': 54.05686, 'y': 14.9888}, {'x': 56.61143, 'y': 31.46423}, {'x': 50.26471, 'y': 23.60634}, {'x': 50.34568, 'y': 34.64168}, {'x': 26.96867, 'y': 25.13012}, {'x': 49.10846, 'y': 13.814}, {'x': 37.87762, 'y': 26.44361}]","{'x': 38.95718, 'y': 26.71467, 'z': 4.72901}",15.89,718.93,0
"[{'x': 53.28479, 'y': 25.21002}, {'x': 67.6087, 'y': 31.94074}, {'x': 57.03316, 'y': 20.7979}, {'x': 54.44011, 'y': 14.90726}, {'x': 56.92464, 'y': 31.40295}, {'x': 50.53136, 'y': 23.68583}, {'x': 50.63485, 'y': 34.71428}, {'x': 27.11549, 'y': 25.16862}, {'x': 49.4714, 'y': 13.63901}, {'x': 37.89203, 'y': 26.41922}]","{'x': 38.95384, 'y': 26.58171, 'z': 4.6866}",15.88,718.89,0
"[{'x': 53.57805, 'y': 25.14986}, {'x': 67.68895, 'y': 32.03052}, {'x': 57.05073, 'y': 20.86187}, {'x': 54.79421, 'y': 14.7906}, {'x': 57.19157, 'y': 31.3043}, {'x': 50.77881, 'y': 23.68861}, {'x': 50.95279, 'y': 34.81429}, {'x': 27.26241, 'y': 25.2136}, {'x': 49.84103, 'y': 13.47558}, {'x': 37.89252, 'y': 26.40334}]","{'x': 38.95213, 'y': 26.43638, 'z': 4.64984}",15.86,718.84,0
"[{'x': 53.85536, 'y': 25.06955}, {'x': 67.77786, 'y': 32.12012}, {'x': 57.03311, 'y': 20.86115}, {'x': 55.18347, 'y': 14.70074}, {'x': 57.4464, 'y': 31.18344}, {'x': 51.02498, 'y': 23.68436}, {'x': 51.27484, 'y': 34.91051}, {'x': 27.4069, 'y': 25.25977}, {'x': 50.22302, 'y': 13.31211}, {'x': 37.89541, 'y': 26.39242}]","{'x': 38.9515, 'y': 26.27995, 'z': 4.61861}",15.84,718.8,0
"[{'x': 54.14302, 'y': 24.9967}, {'x': 67.87878, 'y': 32.21318}, {'x': 57.05283, 'y': 20.93734}, {'x': 55.56489, 'y': 14.56988}, {'x': 57.6238, 'y': 31.03751}, {'x': 51.31247, 'y': 23.73646}, {'x': 51.62344, 'y': 35.02428}, {'x': 27.55745, 'y': 25.3069}, {'x': 50.60695, 'y': 13.14879}, {'x': 37.91104, 'y': 26.39319}]","{'x': 38.95141, 'y': 26.11368, 'z': 4.59279}",15.83,718.76,0
"[{'x': 54.46126, 'y': 24.9268}, {'x': 67.98852, 'y': 32.30993}, {'x': 57.09887, 'y': 21.02982}, {'x': 55.95013, 'y': 14.44359}, {'x': 57.86134, 'y': 30.91133}, {'x': 51.57311, 'y': 23.75305}, {'x': 51.989, 'y': 35.14003}, {'x': 27.7046, 'y': 25.35321}, {'x': 50.99469, 'y': 12.99937}, {'x': 37.93433, 'y': 26.40197}]","{'x': 39.01495, 'y': 25.82003, 'z': 4.57532}",15.81,718.72,0
"[{'x': 54.78489, 'y': 24.8569}, {'x': 68.10054, 'y': 32.39628}, {'x': 57.14056, 'y': 21.13105}, {'x': 56.3403, 'y': 14.33558}, {'x': 58.07602, 'y': 30.75923}, {'x': 51.83783, 'y': 23.76551}, {'x': 52.32107, 'y': 35.21696}, {'x': 27.85297, 'y': 25.40104}, {'x': 51.40738, 'y': 12.87477}, {'x': 37.96305, 'y': 26.41376}]","{'x': 38.94285, 'y': 25.43842, 'z': 4.46472}",15.79,718.68,0
"[{'x': 55.09226, 'y': 24.77758}, {'x': 68.22293, 'y': 32.48098}, {'x': 57.183840000000004, 'y': 21.22034}, {'x': 56.73517, 'y': 14.22368}, {'x': 58.29471, 'y': 30.6242}, {'x': 52.15132, 'y': 23.83235}, {'x': 52.63145, 'y': 35.26385}, {'x': 28.00584, 'y': 25.44488}, {'x': 51.81976, 'y': 12.7423}, {'x': 38.00135, 'y': 26.41997}]","{'x': 38.824510000000004, 'y': 25.18533, 'z': 4.2197700000000005}",15.78,718.64,0
"[{'x': 55.42188, 'y': 24.68399}, {'x': 68.35134, 'y': 32.56181}, {'x': 57.21466, 'y': 21.28122}, {'x': 57.13793, 'y': 14.10892}, {'x': 58.51677, 'y': 30.49308}, {'x': 52.46118, 'y': 23.90479}, {'x': 52.93751, 'y': 35.33274}, {'x': 28.15709, 'y': 25.48883}, {'x': 52.24932, 'y': 12.60985}, {'x': 38.04421, 'y': 26.42447}]","{'x': 38.63198, 'y': 25.04064, 'z': 3.77543}",15.76,718.6,0
"[{'x': 55.75138, 'y': 24.58743}, {'x': 68.48757, 'y': 32.64298}, {'x': 57.23995, 'y': 21.30495}, {'x': 57.54134, 'y': 13.99573}, {'x': 58.74, 'y': 30.37083}, {'x': 52.77486, 'y': 23.987}, {'x': 53.24333, 'y': 35.4034}, {'x': 28.30845, 'y': 25.533079999999998}, {'x': 52.70167, 'y': 12.4822}, {'x': 38.10029, 'y': 26.42886}]","{'x': 38.28435, 'y': 24.81118, 'z': 3.30282}",15.74,718.56,0
"[{'x': 56.09826, 'y': 24.49555}, {'x': 68.63361, 'y': 32.72677}, {'x': 57.27273, 'y': 21.37639}, {'x': 57.95409, 'y': 13.89523}, {'x': 58.96427, 'y': 30.25759}, {'x': 53.07484, 'y': 24.07831}, {'x': 53.54472, 'y': 35.48123}, {'x': 28.46474, 'y': 25.5786}, {'x': 53.1642, 'y': 12.35532}, {'x': 38.16073, 'y': 26.43204}]","{'x': 37.88535, 'y': 25.00949, 'z': 3.06828}",15.73,718.52,0
"[{'x': 56.45259, 'y': 24.40154}, {'x': 68.78848, 'y': 32.81557}, {'x': 57.30018, 'y': 21.43845}, {'x': 58.32416, 'y': 13.77032}, {'x': 59.16437, 'y': 30.12299}, {'x': 53.34596, 'y': 24.17115}, {'x': 53.9011, 'y': 35.57426}, {'x': 28.62019, 'y': 25.62072}, {'x': 53.61536, 'y': 12.23497}, {'x': 38.21676, 'y': 26.45861}]","{'x': 37.43225, 'y': 25.06111, 'z': 2.44265}",15.71,718.48,0
"[{'x': 56.83062, 'y': 24.33206}, {'x': 68.94982, 'y': 32.90619}, {'x': 57.33487, 'y': 21.50357}, {'x': 58.74687, 'y': 13.6588}, {'x': 59.36144, 'y': 29.99472}, {'x': 53.57747, 'y': 24.20477}, {'x': 54.26724, 'y': 35.6775}, {'x': 28.77173, 'y': 25.66189}, {'x': 54.05792, 'y': 12.11535}, {'x': 38.29033, 'y': 26.46562}]","{'x': 36.96394, 'y': 25.08108, 'z': 1.8585800000000001}",15.69,718.44,0
"[{'x': 57.18916, 'y': 24.25496}, {'x': 69.11437, 'y': 32.99677}, {'x': 57.37538, 'y': 21.5523}, {'x': 59.17884, 'y': 13.540140000000001}, {'x': 59.49789, 'y': 29.85374}, {'x': 53.77083, 'y': 24.25989}, {'x': 54.63432, 'y': 35.767830000000004}, {'x': 28.92739, 'y': 25.70135}, {'x': 54.50614, 'y': 12.00442}, {'x': 38.36674, 'y': 26.47325}]","{'x': 36.5937, 'y': 25.17178, 'z': 1.33894}",15.68,718.4,0
"[{'x': 57.53347, 'y': 24.17357}, {'x': 69.28142, 'y': 33.089}, {'x': 57.36784, 'y': 21.56941}, {'x': 59.60267, 'y': 13.3926}, {'x': 59.6317, 'y': 29.70484}, {'x': 53.96373, 'y': 24.30822}, {'x': 54.99812, 'y': 35.89518}, {'x': 29.08154, 'y': 25.74145}, {'x': 54.96845, 'y': 11.89525}, {'x': 38.43263, 'y': 26.496}]","{'x': 36.18643, 'y': 25.30784, 'z': 0.5448500000000001}",15.66,718.36,0
"[{'x': 57.89197, 'y': 24.1337}, {'x': 69.4547, 'y': 33.18061}, {'x': 57.41738, 'y': 21.64399}, {'x': 60.03175, 'y': 13.25774}, {'x': 59.81402, 'y': 29.59959}, {'x': 54.15235, 'y': 24.38058}, {'x': 55.42175, 'y': 36.0626}, {'x': 29.23814, 'y': 25.782890000000002}, {'x': 55.45222, 'y': 11.841380000000001}, {'x': 38.5097, 'y': 26.515}]","{'x': 35.84458, 'y': 25.44312, 'z': 0.5970500000000001}",15.64,718.32,0
"[{'x': 58.21194, 'y': 24.08349}, {'x': 69.64127, 'y': 33.27535}, {'x': 57.44817, 'y': 21.69861}, {'x': 60.45951, 'y': 13.13259}, {'x': 59.99109, 'y': 29.47525}, {'x': 54.35111, 'y': 24.46273}, {'x': 55.8089, 'y': 36.2105}, {'x': 29.39297, 'y': 25.82065}, {'x': 55.90339, 'y': 11.71723}, {'x': 38.60146, 'y': 26.5511}]","{'x': 35.48438, 'y': 25.47367, 'z': 1.16989}",15.63,718.28,0
"[{'x': 58.50547, 'y': 24.02439}, {'x': 69.83293, 'y': 33.3704}, {'x': 57.48046, 'y': 21.74938}, {'x': 60.88883, 'y': 12.99756}, {'x': 60.22641, 'y': 29.39294}, {'x': 54.54315, 'y': 24.57655}, {'x': 56.19872, 'y': 36.34346}, {'x': 29.55274, 'y': 25.86064}, {'x': 56.34573, 'y': 11.5785}, {'x': 38.71544, 'y': 26.57746}]","{'x': 35.22536, 'y': 25.75655, 'z': 1.59619}",15.61,718.24,0
"[{'x': 58.84137, 'y': 23.97577}, {'x': 70.03063, 'y': 33.46807}, {'x': 57.53488, 'y': 21.81777}, {'x': 61.32491, 'y': 12.86334}, {'x': 60.4137, 'y': 29.27794}, {'x': 54.74178, 'y': 24.69732}, {'x': 56.59531, 'y': 36.48349}, {'x': 29.74382, 'y': 25.91258}, {'x': 56.78897, 'y': 11.43242}, {'x': 38.84056, 'y': 26.60473}]","{'x': 34.90532, 'y': 25.88854, 'z': 1.96089}",15.59,718.2,0
"[{'x': 59.19124, 'y': 23.91676}, {'x': 70.22911, 'y': 33.56657}, {'x': 57.58262, 'y': 21.87727}, {'x': 61.75906, 'y': 12.71061}, {'x': 60.71411, 'y': 29.2231}, {'x': 54.93307, 'y': 24.83202}, {'x': 57.02086, 'y': 36.65492}, {'x': 29.8831, 'y': 25.9139}, {'x': 57.22062, 'y': 11.28181}, {'x': 38.96371, 'y': 26.61655}]","{'x': 34.7053, 'y': 26.01369, 'z': 2.40512}",15.58,718.16,0
"[{'x': 59.51236, 'y': 23.83706}, {'x': 70.43182, 'y': 33.66824}, {'x': 57.60741, 'y': 21.93745}, {'x': 62.19253, 'y': 12.54984}, {'x': 60.94292, 'y': 29.15045}, {'x': 55.14228, 'y': 24.98964}, {'x': 57.42556, 'y': 36.81568}, {'x': 30.06001, 'y': 25.96587}, {'x': 57.66918, 'y': 11.12576}, {'x': 39.08689, 'y': 26.62877}]","{'x': 34.34887, 'y': 26.14904, 'z': 2.78133}",15.56,718.12,0
"[{'x': 59.84447, 'y': 23.7603}, {'x': 70.6382, 'y': 33.76846}, {'x': 57.65073, 'y': 21.9877}, {'x': 62.62876, 'y': 12.39335}, {'x': 61.1918, 'y': 29.08872}, {'x': 55.34825, 'y': 25.1628}, {'x': 57.85528, 'y': 36.99903}, {'x': 30.23436, 'y': 26.01331}, {'x': 58.10668, 'y': 10.93046}, {'x': 39.21824, 'y': 26.63912}]","{'x': 34.13785, 'y': 26.33358, 'z': 2.98703}",15.54,718.08,0
"[{'x': 60.18965, 'y': 23.69585}, {'x': 70.84039, 'y': 33.86604}, {'x': 57.6886, 'y': 22.03659}, {'x': 63.0585, 'y': 12.2294}, {'x': 61.43566, 'y': 29.02223}, {'x': 55.54082, 'y': 25.31352}, {'x': 58.29364, 'y': 37.19262}, {'x': 30.39799, 'y': 26.05965}, {'x': 58.56111, 'y': 10.74265}, {'x': 39.35843, 'y': 26.66123}]","{'x': 33.81844, 'y': 26.50957, 'z': 3.18084}",15.53,718.04,0
"[{'x': 60.53597, 'y': 23.64743}, {'x': 71.04007, 'y': 33.96033}, {'x': 57.73174, 'y': 22.08893}, {'x': 63.4893, 'y': 12.06581}, {'x': 61.68364, 'y': 28.9573}, {'x': 55.74579, 'y': 25.47434}, {'x': 58.74036, 'y': 37.37645}, {'x': 30.55228, 'y': 26.10317}, {'x': 59.01282, 'y': 10.5337}, {'x': 39.51301, 'y': 26.69407}]","{'x': 33.53479, 'y': 26.69167, 'z': 3.3871}",15.51,718.0,0
"[{'x': 60.88944, 'y': 23.60361}, {'x': 71.23638, 'y': 34.0492}, {'x': 57.76724, 'y': 22.15168}, {'x': 63.91565, 'y': 11.91083}, {'x': 61.92239, 'y': 28.88812}, {'x': 55.9478, 'y': 25.64066}, {'x': 59.2039, 'y': 37.57201}, {'x': 30.70254, 'y': 26.14144}, {'x': 59.45232, 'y': 10.3056}, {'x': 39.67326, 'y': 26.73148}]","{'x': 33.26694, 'y': 26.83852, 'z': 3.46439}",15.49,717.96,0
"[{'x': 61.22857, 'y': 23.55468}, {'x': 71.43356, 'y': 34.13592}, {'x': 57.79031, 'y': 22.19768}, {'x': 64.33735, 'y': 11.72774}, {'x': 62.15586, 'y': 28.81551}, {'x': 56.15787, 'y': 25.8075}, {'x': 59.65388, 'y': 37.74346}, {'x': 30.84666, 'y': 26.17619}, {'x': 59.88455, 'y': 10.07177}, {'x': 39.85039, 'y': 26.7724}]","{'x': 32.92786, 'y': 26.97248, 'z': 3.51648}",15.48,717.92,0
"[{'x': 61.61235, 'y': 23.55262}, {'x': 71.6345, 'y': 34.22054}, {'x': 57.80466, 'y': 22.24452}, {'x': 64.8041, 'y': 11.5721}, {'x': 62.39517, 'y': 28.74154}, {'x': 56.37219, 'y': 25.97285}, {'x': 60.05983, 'y': 37.90673}, {'x': 30.98884, 'y': 26.20454}, {'x': 60.32042, 'y': 9.8479}, {'x': 40.04774, 'y': 26.80024}]","{'x': 32.70292, 'y': 27.15523, 'z': 3.50732}",15.46,717.88,0
"[{'x': 61.92624, 'y': 23.51952}, {'x': 71.83927, 'y': 34.30507}, {'x': 57.81167, 'y': 22.2919}, {'x': 65.22299, 'y': 11.3983}, {'x': 62.60795, 'y': 28.66482}, {'x': 56.58055, 'y': 26.12808}, {'x': 60.49589, 'y': 38.09459}, {'x': 31.13528, 'y': 26.2306}, {'x': 60.76679, 'y': 9.61628}, {'x': 40.2563, 'y': 26.85314}]","{'x': 32.39077, 'y': 27.30089, 'z': 3.4778700000000002}",15.44,717.84,0
